Phone Name,Condition,Price,Shipping Cost,Location,Seller Info,Quantity Sold
Apple iPhone X - 256GB - Space Gray (Unlocked) A1901 (GSM),Very Good - Refurbished,$209.95,+$32.33 shipping,from United States,"uki-mobile (3,327) 99.2%",397 sold
【On Sale】Apple iPhone 12|7-32GB|128GB-All Colors Unlocked-Excellent Condition uk,Pre-Owned,$79.76 to $282.19,+$7.99 shipping,from China,mobilephonesalesstore (0) 50%,Quantity sold not found
Apple IPHONE 16 Pro 512GB Titanium White New,Brand New,"$2,390.41",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 15 A2846 Verizon Only 128GB Pink Very Good,Very Good - Refurbished,$509.99,+$41.18 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Open Box Apple iPhone 8 - 64GB - Space Gray (Verizon) A1863 (CDMA + GSM),Open Box,$129.99,+$29.97 shipping,from United States,"cellstoreusa (37,037) 98.8%",Quantity sold not found
Unlocked Apple iPhone 5 fully working Smartphone 16/32/64GB with Box 3G WIFI,Pre-Owned,$45.00 to $57.00,Free International Shipping,from China,ipod-mobile (286) 96%,Quantity sold not found
Apple iPhone SE (2016) - 16GB / 32GB / 64GB / 128GB SmartPhone Unlocked Sim Free,Pre-Owned,$163.84,+$32.77 shipping,from United Kingdom,"devicebaseuk (2,028) 100%",Quantity sold not found
Apple iPhone SE - 64GB - Space Gray (Factory Unlocked) Smartphone,Brand New,"$1,998.98",+$99.98 shipping,from United States,"eshilacoota (2,019) 100%",Quantity sold not found
"Apple iPhone XS Fully Unlocked - 64GB - 256GB - 512GB - 5.8"" - Good",Good - Refurbished,$179.00,+$31.41 shipping,from United States,"guaranteecellular (165,899) 99.9%",Quantity sold not found
【Multicolor】Apple iPhone XR-64GB-All Colors Unlocked Smartphone-Excellent-0MGhO,Pre-Owned,$150.19,+$7.99 shipping,from China,3cdigitalsales (2) 100%,Quantity sold not found
New ListingApple iPhone 15 Pro Max - 512GB - **Black Titanium - * (Unlocked)*,Brand New,"$1,965.24",+$120.27 shipping estimate,from United Kingdom,lakeside00901 (89) 100%,Quantity sold not found
"Apple iPhone 8 Plus 64GB 128GB 256GB All Colors, UNLOCKED Warranty - A Grade",Open Box,$149.99 to $189.99,+$31.74 shipping,from United States,"ajn_store (2,737) 97.8%",Quantity sold not found
"IPHONES BUNDLE. (IPHONE 5, IPHONE 4, IPHONE 3)",Pre-Owned,$65.54,+$54.73 shipping estimate,from United Kingdom,jeetnat-0 (29) 100%,Quantity sold not found
Apple iPhone 15 Pro 256GB Black Titanium Unlocked Very Good Condition,Very Good - Refurbished,$789.99,+$49.44 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone 3GS - 16GB - Black Cracked Backplate A1303 (GSM),Parts Only,$6.55,+$65.88 shipping estimate,from United Kingdom,junkharvester (66) 100%,Quantity sold not found
Apple iPhone 12 Pro A2341 Unlocked 256GB Pacific Blue Very Good,Very Good - Refurbished,$379.99,+$37.34 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 4s Black (Verizon) A1387 16GB (GSM CDMA) Very Good IOS 6.1.2,Pre-Owned,$54.88,+$17.50 shipping,from United States,"oleschoolelectronics (5,298) 99.3%",Quantity sold not found
New ListingApple iPhone X-256GB-All Colors Network Unlocked iOS Smartphone-Excellent 8k6%,Pre-Owned,$176.69,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 12 - 64GB - Green (Unlocked) Excellent Condition (PT-1088P),Pre-Owned,$353.92,+$60.04 shipping estimate,from United Kingdom,suppatech (454) 100%,Quantity sold not found
【Hot Sale】Apple iPhone 11-64GB-Not support SIM card（Only support WiFi)-Good fRE,Pre-Owned,$120.69,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
SEALED  Fully working Apple iPhone SE 1st Gen  -64GB - Silver  (Unlocked)  phone,Open Box,$127.00,Free International Shipping,from China,we-will-rock-you (171) 97.4%,Quantity sold not found
Apple iPhone 13 Pro Max Unlocked (A2484) - Very Good Condition,Very Good - Refurbished,$619.99 to $769.99,+$48.85 shipping,from United States,"om-wireless (59,392) 98.9%",Quantity sold not found
New ListingApple iPhone SE 32GB Smartphone - Space Grey (Unlocked)  A1723  Warranty,Pre-Owned,$47.18,+$55.88 shipping estimate,from United Kingdom,"3476eleanor (43,129) 99.8%",Quantity sold not found
Apple iPhone SE 2 A2275 USA Region Only 64GB Black Good,Good - Refurbished,$89.99,+$28.79 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
iPhone 15 Pro - Unlocked - 128GB - Black Titanium - Good,Good - Refurbished,$742.00,+$48.02 shipping,from United States,"buybackboss (17,819) 98.8%",Quantity sold not found
Apple iPhone XR 64GB Black Lightly Used - Mint Condition - No Issues! Unlocked,Pre-Owned,$258.48,+$35.45 shipping,from Canada,"hockey_card_world (15,032) 99.7%",Quantity sold not found
Rare Factory-Sealed iPhone 4 - 16GB (MC604B/A),Brand New,"$2,500.00",+$15.00 shipping,from Sweden,"inregoglobalab (1,877) 98.1%",Quantity sold not found
Apple iPhone 11 Pro - 64GB - Silver - Unlocked - Brand New Screen,Pre-Owned,$327.71,+$69.55 shipping estimate,from United Kingdom,jimmyblunden (149) 100%,Quantity sold not found
Apple iPhone SE 2 A2275 Unlocked 64GB Red Good,Good - Refurbished,$99.99,+$29.08 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 14 Plus 128GB Unlocked - Very Good,Very Good - Refurbished,$509.99,+$33.35 shipping,from United States,"cellfeee (109,736) 97.9%",Quantity sold not found
Apple IPHONE 16 Pro 256GB Titanium White New,Brand New,"$1,997.70",+$41.08 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
【Lowest Price】Apple iPhone Xs-64GB-Random Colors Only WiFi-Not Support SIM-Good,Pre-Owned,$96.69,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
"Apple iPhone 5s 16GB Smartphone, Boxed, Complete & in A1 IMMACULATE CONDITION",Pre-Owned,$78.65,+$50.55 shipping estimate,from United Kingdom,"pandoras-box-09 (4,417) 100%",Quantity sold not found
iPhone 2G 8GB NEW ORIGINAL BOX FIRST EDITION 1st Generation MA712LL/A RARE NEW 1st 1G,Brand New,"$3,850.79",+$66.00 shipping,from Germany,"world24trade (7,992) 99.6%",Quantity sold not found
Apple iPhone 3G iSO 3GS 8GB 16GB 32GB - Unlocked Usedphone Fully function,Pre-Owned,$40.00 to $51.00,Free International Shipping,from China,xmb278-25 (125) 94.4%,Quantity sold not found
Apple iPhone 16 Pro Max 1TB Titanium Black New,Brand New,"$2,687.64",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 14 128GB Midnight Unlocked Good,Good - Refurbished,$471.42,+$40.04 shipping,from United States,"trd_digital (6,046) 99.7%",Quantity sold not found
Apple iPhone SE 2nd Gen 256GB Unlocked AT&T T-Mobile Verizon Good Condition,Good - Refurbished,$144.95,+$30.85 shipping,from United States,"supplytronics (109,827) 98.4%",93+ sold
Apple iPhone 12 Pro Max 512GB (ALL COLORS) Unlocked- Display Message - Excellent,Excellent - Refurbished,$498.00,+$40.83 shipping,from United States,zeemo1104 (343) 96.2%,Quantity sold not found
"New ListingApple iPhone 15 Pro Max - 256GB - Blue Titanium New, *Sealed & Unlocked*",Brand New,"$1,730.31",+$119.23 shipping estimate,from United Kingdom,lakeside00901 (89) 100%,Quantity sold not found
Apple iPhone 8 Plus 64GB A1864 Verizon GSM CDMA Unlocked Open Box New Other,Open Box,$154.95,+$31.15 shipping,from United States,"cellularstream (156,028) 97.6%",64+ sold
Apple iPhone 15 Pro - 256GB - Unlocked - Natural Titanium - Excellent,Excellent - Refurbished,$876.00,+$52.42 shipping,from United States,"buybackboss (17,819) 98.8%",Quantity sold not found
Apple iPhone 14 Plus A2632 Xfinity Only 128GB Starlight Very Good,Very Good - Refurbished,$389.90,+$37.64 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iphone 7 32gb with boxed box i-phone i phone ios,Pre-Owned,$98.06,+$30.85 shipping,from Italy,lecronachedidante (89) 100%,Quantity sold not found
Apple iPhone 13 Pro Max - 256GB - All Colors - Factory Unlocked - Good Condition,Good - Refurbished,$629.99,+$44.72 shipping,from United States,"decluttr_store (3,636,549) 99.1%",81+ sold
90% N ew Apple iPhone 4S  8GB 16GB 32GB Unlocked  White Fully working ios 9,Pre-Owned,$30.00 to $36.00,Free International Shipping,from China,used-phone-working-perfectly (281) 95.4%,Quantity sold not found
Apple iPhone 14 Pro 256GB T-Mobile Locked Silver Excellent Condition,Excellent - Refurbished,$659.78,+$45.60 shipping,from United States,"techmint_store (1,632) 98.5%",Quantity sold not found
"New ListingApple | iPhone 15 Pro Max, 256GB, Black Titanium (Unlocked)",Pre-Owned,"$1,048.67",+$96.52 shipping estimate,from United Kingdom,"tynebargains-sk (10,236) 99.5%",Quantity sold not found
Apple iPhone 13 mini A2481 all colors & GB's UNLOCKED Warranty - B Grade,Open Box,$359.99,+$36.75 shipping,from United States,"ajn_store (2,737) 97.8%",Quantity sold not found
New ListingApple iPhone 8 - 64GB-black A1863 (CDMA + GSM) For Repair Or Parts #Control 326,Parts Only,$35.00,+$36.55 shipping,from United States,networkandconnections (843) 95.5%,Quantity sold not found
📱 Original Unlocked Apple iPhone 5S 16GB IOS12 4G Grade A no fingerprint 📱,Pre-Owned,$24.00,+$6.00 shipping,from China,xmb-2018 (264) 88.7%,39 sold
"Apple Iphone 5s Gold 16GB Unlocked 4"" 8MP 1GB Ram IOS Touchscreen Smartphone",Pre-Owned,$30.14,+$48.87 shipping estimate,from United Kingdom,"special_offers1 (31,860) 97.9%",63 sold
Apple iPhone 12 Mini 128GB Unlocked - Very Good,Very Good - Refurbished,$229.99,+$32.92 shipping,from United States,"cellfeee (109,736) 97.9%",Quantity sold not found
Working Apple iPhone 3G(iPhone 2rd generation) Fully UNLOCKED Black/White 8/16GB,Pre-Owned,$42.97 to $69.97,Free International Shipping,from China,cuisi_26 (94) 97.1%,Quantity sold not found
iPhone SE 3rd Gen - Factory Unlocked - 64GB - Black - Very Good,Very Good - Refurbished,$185.00,+$31.59 shipping,from United States,"buybackboss (17,819) 98.8%",59 sold
【Multicolor】Apple iPhone XR-64GB-All Colors Unlocked Smartphone-Excellent ybs,Pre-Owned,$150.19,+$7.99 shipping,from China,3cdigitalsales (2) 100%,Quantity sold not found
Apple iPhone 1st Generation - 8GB - Black (AT&T) A1203 (GSM) A88,Pre-Owned,$78.00,+$16.90 shipping,from United States,sellingtech14 (567) 100%,Quantity sold not found
Apple iPhone 6s 4.7'' 2GB RAM 16GB/32GB/64GB/128GB ROM ALL COLORS Unlocked-Good,Pre-Owned,$56.66 to $83.69,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
Apple iPhone 12 Pro Max A2342 Unlocked 256GB Graphite Very Good,Very Good - Refurbished,$489.99,+$40.59 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone SE 2nd Gen 64GB Smartphone White Model A9226 Original Box Excellent,Pre-Owned,$131.07,+$64.09 shipping estimate,from United Kingdom,"block35den (5,042) 100%",Quantity sold not found
Apple iPhone SE (3rd Gen.) 128GB Unlocked Very Good Condition - All Colors,Very Good - Refurbished,$234.99,+$33.07 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone 12 - 64GB - White UNLOCKED (CDMA + GSM) - Very Good Condition,Very Good - Refurbished,$327.70,+$59.13 shipping estimate,from United Kingdom,"gadget_gogo (6,556) 98.2%",Quantity sold not found
Apple iPhone 4s - 8GB - White (Unlocked) A1387 (CDMA + GSM),Brand New,$269.99,+$39.10 shipping,from United States,"goodnightsm87 (1,030) 100%",Quantity sold not found
Apple iPhone 15 128GB T-Mobile Locked Very Good Condition,Very Good - Refurbished,$579.95,+$43.69 shipping,from United States,"supplytronics (109,827) 98.4%",Quantity sold not found
Apple iPhone 16 Pro 256 GB Titanium White New,Brand New,"$2,098.73",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 13 128GB T-Mobile Locked Very Good Condition,Very Good - Refurbished,$369.95,+$37.49 shipping,from United States,"supplytronics (109,827) 98.4%",Quantity sold not found
Apple iPhone XR 256GB Blue Unlocked Good,Good - Refurbished,$191.20,+$31.77 shipping,from United States,"trd_digital (6,046) 99.7%",Quantity sold not found
Apple iPhone 14 - 128GB - Purple (Unlocked) Near New Free Shipping Excellent,Pre-Owned,$662.84,Free International Shipping,from China,"budgetcart (1,710) 97.3%",Quantity sold not found
Apple iPhone 12 Pro Max - 128GB - Pacific Blue (Unlocked) + 5 FREE ACCESSORIES,Pre-Owned,$617.40,+$73.77 shipping estimate,from United Kingdom,quality_daily_deals (245) 100%,Quantity sold not found
"New Apple iPhone 16 Pro Max 6.9""Real Dual Sim OLED A 18Pro 48MP Phone By FedEx",Brand New,"$1,897.95 to $2,498.92",+$42.00 shipping,from Hong Kong,bq_shop02 (798) 91%,Quantity sold not found
Apple iPhone 14 - 128 GB - Purple (AT&T) (Single SIM),Brand New,$535.00,+$57.55 shipping,from United States,luyenalex (99) 91.7%,Quantity sold not found
"Apple iPhone 6s Silver Unlocked 16GB 1GB RAM 4.7"" IOS Touchscreen Smartphone",Pre-Owned,$51.11,+$49.60 shipping estimate,from United Kingdom,"special_offers1 (31,860) 97.9%",156 sold
Apple iPhone 7 32GB Storage Black Single SIM O2 SIM Lock Good Condition  BH 78%,Pre-Owned,$65.53,+$50.09 shipping estimate,from United Kingdom,"pagenhome (4,250) 100%",Quantity sold not found
【On Sale】Apple iPhone SE 1st Gen-128 GB-All Colors Unlocked-Excellent B-,Pre-Owned,$66.49,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
【Discount sale】Apple iPhone XR-128GB-All Colors Unlocked Smartphone-Excellent A-,Pre-Owned,$165.79,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
Shop on eBay,Brand New,$20.00,Shipping cost not found,Location not found,Seller info not found,Quantity sold not found
Shop on eBay,Brand New,$20.00,Shipping cost not found,Location not found,Seller info not found,Quantity sold not found
【Hot Sale】Apple iPhone 12 mini-64GB|128GB|256GB-Unlocked Smartphone-Excellent PD,Pre-Owned,$274.99 to $349.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Classic models】Apple iPhone 6 Plus-128GB-All Colors Unlocked Smartphone-Good al,Pre-Owned,$79.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
Apple iPhone 7-32GB 128GB-All Colors Network Unlocked-Great Working Condition %G,Pre-Owned,$79.76 to $109.76,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Big Sale】Apple iPhone 11-128GB-All Colors Network Unlocked-Very Good OG-EA,Pre-Owned,$211.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
"Apple Iphone 5s Gold 16GB Unlocked 4"" 8MP 1GB Ram IOS Touchscreen Smartphone",Pre-Owned,$30.14,+$48.87 shipping estimate,from United Kingdom,"special_offers1 (31,860) 97.9%",63 sold
Apple iPhone 12 Mini 128GB Unlocked - Very Good,Very Good - Refurbished,$229.99,+$32.92 shipping,from United States,"cellfeee (109,736) 97.9%",Quantity sold not found
SEALED BOXED Blackberry P'9983 Porsche Design 64GB (Black) Unlocked,Brand New,$635.76,+$74.40 shipping estimate,from United Kingdom,dmtech-trading (239) 95.4%,Quantity sold not found
New ListingApple iPhone 7-128GB-Random Colors Network Unlocked iOS Smartphone-Very Good qsy,Pre-Owned,$119.76,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Working Apple iPhone 3G(iPhone 2rd generation) Fully UNLOCKED Black/White 8/16GB,Pre-Owned,$42.97 to $69.97,Free International Shipping,from China,cuisi_26 (94) 97.1%,Quantity sold not found
Apple iPhone XS|5s-16GB|64GB-Random Color Unlocked-Excellent Condition HD,Pre-Owned,$41.26 to $140.29,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
VERY GOOD Apple iPhone SE 2016 1st Gen (Unlocked) (CDMA + GSM) 16GB 32GB 64GB,Pre-Owned,$63.00 to $86.00,Free International Shipping,from China,xmb278-25 (125) 94.4%,Quantity sold not found
iPhone SE 3rd Gen - Factory Unlocked - 64GB - Black - Very Good,Very Good - Refurbished,$185.00,+$31.59 shipping,from United States,"buybackboss (17,819) 98.8%",59 sold
Apple iPhone 6s 4.7'' 2GB RAM 16GB/32GB/64GB/128GB ROM ALL COLORS Unlocked-Good,Pre-Owned,$56.66 to $83.69,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
Apple iPhone 7-32GB 128GB-All Colors Network Unlocked-Great Working Condition ir,Pre-Owned,$79.76 to $109.76,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
Apple iPhone X-64GB-5.8'' FRONT 7MP Dual REAR 12MP Unlocked-Excellent CF,Pre-Owned,$123.79,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Spot Sale】Apple iPhone 12 mini-64GB|128GB|256G-Random Color Unlocked-Excellent+,Pre-Owned,$274.99 to $349.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Multicolor】Apple iPhone XR-64GB-All Colors Unlocked Smartphone-Excellent LvV,Pre-Owned,$150.19,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 12 Pro Max A2342 Unlocked 256GB Graphite Very Good,Very Good - Refurbished,$489.99,+$40.59 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 6s-16GB/32GB/64GB/128GB-Network Unlocked Smartphone【Grade B】 9E-Z8,Pre-Owned,$57.79 to $82.06,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
【Big Sale】Apple iPhone 6s-32GB-All Colors Network Unlocked Smartphone-Good ZoD|,Pre-Owned,$65.89,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
【HOT】Apple iPhone X|Xs|Xr|Xs Max-64GB/256GB-All Colors Unlocked-Excellent,Pre-Owned,$123.79 to $199.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
Apple iPhone 6s - 128GB - Unlocked - Excellent Condition,Pre-Owned,$88.15,+$55.79 shipping estimate,from United Kingdom,ankap73 (273) 100%,Quantity sold not found
【Lowest Price】Apple iPhone SE 1st Gen-32 GB-All Colors Unlocked-Excellent xx,Pre-Owned,$57.09,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
Apple iPhone SE 2nd Gen 64GB Smartphone White Model A9226 Original Box Excellent,Pre-Owned,$131.07,+$64.09 shipping estimate,from United Kingdom,"block35den (5,042) 100%",Quantity sold not found
Apple iPhone SE (3rd Gen.) 128GB Unlocked Very Good Condition - All Colors,Very Good - Refurbished,$234.99,+$33.07 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
