Phone Name,Condition,Price,Shipping Cost,Location,Seller Info,Quantity Sold
Apple iPhone 8 - 64GB-White A1863 (CDMA + GSM) For Repair Or Parts #Control 315,Parts Only,$40.00,+$36.55 shipping,from United States,networkandconnections (843) 95.5%,Quantity sold not found
Apple iPhone X - 64GB - White (Unlocked),Pre-Owned,$176.96,+$65.74 shipping estimate,from United Kingdom,oxfordsteel (157) 97.8%,Quantity sold not found
Apple iPhone 1st Generation - 8GB - Black (AT&T) A1203 (GSM) B16,Pre-Owned,$48.00,+$16.90 shipping,from United States,sellingtech14 (567) 100%,Quantity sold not found
Apple iPhone 12 64GB Unlocked,Good - Refurbished,$378.84,+$60.90 shipping estimate,from United Kingdom,wisetek-store-uk (688) 99.8%,Quantity sold not found
Apple iPhone 6s-128GB-All Colors Network Unlocked iOS Smartphone-Good V0X5,Pre-Owned,$86.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
Apple iPhone 12 64GB Unlocked,Good - Refurbished,$327.49,+$59.13 shipping estimate,from United Kingdom,wisetek-store-uk (688) 99.8%,Quantity sold not found
【Hot Sale】Apple iPhone 11 Pro-256GB-All Colors Unlocked Smartphone-Very Good -51,Pre-Owned,$277.79,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
Apple iPhone 14 Pro Max 128GB GSM/CDMA Unlocked Smartphone - Space Black - Good,Good - Refurbished,$699.97,+$47.23 shipping,from United States,"breedproducts (157,255) 95.5%",Quantity sold not found
Apple iPhone 15 Pro 512GB Natural Titanium Unlocked Very Good Condition,Very Good - Refurbished,$879.99,+$52.54 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone 15 Plus A2847 AT&T Only 128GB Blue Very Good,Very Good - Refurbished,$539.99,+$42.06 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
【Hot Sale】Apple iPhone 11 Pro Max|7 Plus-32GB|64GB|256GB- unlocked-O491,Pre-Owned,$112.49 to $356.49,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
New ListingApple iPhone 5C (A1456) White - 16GB -  Smartphone Mobile Faulty.,Parts Only,$3.26,+$50.90 shipping estimate,from United Kingdom,nik_naks2007 (160) 98.2%,Quantity sold not found
Apple iPhone XR-128GB-All Colors Network Unlocked-Excellent condition !eI,Pre-Owned,$165.69,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
【Hot sale】Apple iPhone 11 Pro|7-32GB|64GB- ALL COLORS Unlocked Condition 8h^,Pre-Owned,$79.79 to $255.69,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
New ListingApple iPhone X-256GB-All Colors Network Unlocked iOS Smartphone-Excellent 8AL&,Pre-Owned,$176.69,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 14 Pro - 128GB - Gold (Unlocked) ORIGINAL SCREEN AND BATTERY,Pre-Owned,$760.29,+$74.06 shipping estimate,from United Kingdom,relifetech-uk (35) 97.3%,Quantity sold not found
New ListingApple iPhone 6s Plus-32GB-Random Color Network Unlocked iOS Smartphone-Good 155j,Pre-Owned,$73.99,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
【Multicolor】Apple iPhone XR-64GB-All Colors Unlocked Smartphone-Excellent iuI,Pre-Owned,$150.19,+$7.99 shipping,from China,electronicdigitalproducts (1) 60%,Quantity sold not found
Apple IPHONE 16 Pro 1TB Titanium Natural Nature New,Brand New,"$2,655.19",+$40.94 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 12 IOS Unlocked Smartphone Grade A  All GB Sizes All Colours,Pre-Owned,$340.82,+$59.59 shipping estimate,from United Kingdom,ice-commsmobile (644) 100%,Quantity sold not found
Apple iPhone 14 Plus Purple 256GB 4GB RAM Good Condition Unlocked,Good - Refurbished,$622.64,+$73.96 shipping estimate,from United Kingdom,"clove-technology (6,554) 97.7%",Quantity sold not found
Apple IPHONE 16 Pro Max 512GB Titanium Natural Nature New,Brand New,"$2,316.72",+$41.08 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
【Discount sale】Apple iPhone XR-128GB-All Colors Unlocked Smartphone-Excellent yy,Pre-Owned,$165.79,+$7.99 shipping,from China,mobiletechsales0 (0) 0%,Quantity sold not found
Apple iPhone 12 | 7-32GB|64GB-All Colors Unlocked-Excellent Condition  AW,Pre-Owned,$79.76 to $244.59,+$7.99 shipping,from China,taicangrongheton-0 (1) 100%,Quantity sold not found
🌟🌟Apple iPhone 11 PRO 64/256/512GB Factory Unlocked (ALL COLORS)🌟🌟,Open Box,$999.99,+$55.63 shipping,from United States,"wirelesshutt (18,517) 97.2%",Quantity sold not found
Apple iPhone 12 mini A2176 AT&T Only 128GB Blue Very Good,Very Good - Refurbished,$189.99,+$31.74 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 5c 16GB A1507 Refurbed to Original - Phone Only - Local Seller,Pre-Owned,$779.82,+$68.41 shipping,from Australia,"ioko5503 (1,274) 100%",Quantity sold not found
Apple iPhone 15 Plus A2847 Boost Only 128GB Black Very Good,Very Good - Refurbished,$529.99,+$41.77 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
【On Sale】Apple iPhone 12 Pro-128GB-All Colors Unlocked-Excellent Condition FC,Pre-Owned,$365.76,+$7.99 shipping,from China,electronicdigitalproducts (1) 60%,Quantity sold not found
New ListingApple iPhone 7-128GB-Random Colors Network Unlocked iOS Smartphone-Very Good qsy,Pre-Owned,$119.76,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 6-4.7'' 16GB/32GB/64GB ROM Gold Space Gray Silver(Unlocked) gzgV3,Pre-Owned,$50.06 to $71.39,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
Apple IPHONE 16 Pro Max 256GB Titanium Natural Nature New,Brand New,"$2,212.48",+$40.94 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone XS|5s-16GB|64GB-Random Color Unlocked-Excellent Condition @jD,Pre-Owned,$41.26 to $140.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPad Air 3rd Generation MV0N2TY/A 256GB 10.5-Inch,Pre-Owned,$303.00,+$77.13 shipping,from Germany,mptsystems (258) 100%,Quantity sold not found
Apple iPhone 11 A2111 64GB UNLOCKED Smartphone Black in New Condition 100% Batt,Open Box,$299.00,+$43.34 shipping,from United States,junebuggggggg (649) 100%,Quantity sold not found
【Big Sale】Apple iPhone 6s-32GB-All Colors Network Unlocked Smartphone-Good ZoD|,Pre-Owned,$65.89,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
iphone 2g 8gb,Pre-Owned,"$2,754.50",+$55.09 shipping,from Italy,filippocappello (180) 100%,Quantity sold not found
Apple iPhone SE 2022 3rd GEN 64GB Unlocked Phone Red - 15% Extra OFF - GOOD B+,Good - Refurbished,$275.27,+$57.32 shipping estimate,from United Kingdom,"handtec (131,659) 99.1%",Quantity sold not found
Apple iPhone 12 Pro Max 256GB Unlocked Excellent Condition - All Colors,Excellent - Refurbished,$514.99,+$41.77 shipping,from United States,"itsworthmore (83,680) 98.7%",7+ sold
"Apple iPhone 13 - 6.1"" - 128GB - Fully Unlocked - Good Conditon  - Midnight Blue",Pre-Owned,$420.00,+$34.71 shipping,from United States,rgresales (99) 100%,Quantity sold not found
iphone 2g 1st Generation 16GB Box Only/Box Only,Pre-Owned,$242.40,+$77.13 shipping,from Belgium,devise2010 (390) 92.3%,Quantity sold not found
Apple iPhone SE 3rd Gen 64GB A2595 4G 5G Unlocked - Excellent,Excellent - Refurbished,$189.99,+$31.74 shipping,from United States,"liquidation_electronics (14,960) 98.8%",Quantity sold not found
4X FAULTY Apple iPhone 7 - 32GB - BLACK A1778 (GSM),Pre-Owned,$131.09,+$52.36 shipping estimate,from United Kingdom,"brandbonanza (23,774) 99.1%",Quantity sold not found
Apple iPhone 15 Pro Max A2849 US Cellular Only 256GB Natural Titanium Very Good,Very Good - Refurbished,$729.99,+$47.67 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 13 A2482 Xfinity Only 256GB Pink Good,Good - Refurbished,$329.99,+$35.87 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone SE A1723 Gray 16GB iOS 14 Smartphone VGC,Pre-Owned,$61.70,+$42.97 shipping,from France,miniboutic10 (400) 100%,Quantity sold not found
Apple iPhone SE (2022) - 64 GB - Black (Unlocked),Open Box,$266.00,+$34.42 shipping,from United States,"elonziinc (1,039) 99.6%",Quantity sold not found
New ListingApple iPhone X-256GB-All Colors Network Unlocked iOS Smartphone-Excellent 7}Ti,Pre-Owned,$176.69,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
iPhone 11 64 GB Black Unlocked SIM free Battery 100% Apple Confirmed Operation,Pre-Owned,$250.00,Free International Shipping,from Japan,irepairworks1200 (83) 100%,Quantity sold not found
Apple iPhone SE 64GB Smartphone - Rose Gold (Unlocked) - A1723 - (CDMA / GSM),Pre-Owned,$65.53,+$50.09 shipping estimate,from United Kingdom,ryag_87 (179) 100%,Quantity sold not found
Apple iPhone 1st Gen - 8GB - Black (Unlocked) A1203 (GSM) + iPhone 8GB Box & Acc,Pre-Owned,$654.11,+$70.41 shipping estimate,from United Kingdom,matrixer44 (159) 100%,Quantity sold not found
Original Apple iPhone 7 Plus 3GB RAM 32/128/256GB ROM Unlocked Phone,Open Box,$141.23 to $153.58,Free International Shipping,from China,utech365 (158) 97.6%,Quantity sold not found
Apple iPhone 14 Pro Max Unlocked – All Sizes – All Colours – Good Condition,Good - Refurbished,$798.31 to $876.96,+$75.37 shipping estimate,from United Kingdom,techtigeruk (377) 99.3%,Quantity sold not found
Apple iPhone 12 Pro - 512GB - Pacific Blue (Unlocked) With Warranty BLACK FRIDAY,Open Box,$680.00,+$56.64 shipping,from United States,steveselling1 (55) 85.7%,Quantity sold not found
99%NEW Apple iPhone 5s - 64GB - Black Gold Silver (Unlocked) IOS12 smartphone,Open Box,$64.00,+$9.00 shipping,from China,t-mobliephone (231) 89.2%,Quantity sold not found
Original Apple iPhone 5 16/32/64GB Unlocked for all sim cards from all countries,Open Box,$45.00 to $57.00,Free International Shipping,from China,used-phone-working-perfectly (281) 95.4%,Quantity sold not found
iPhone X 5.8'' GSM CDMA 64GB/256GB Mobile Phone Unlocked,Pre-Owned,$190.07 to $229.40,Free International Shipping,from China,"winwin-doll (1,475) 99%",Quantity sold not found
Apple iPhone 2G 4GB 1st Generation with Original Packaging USA Edition RARE MA501LL/A Original,Pre-Owned,"$2,368.87",+$66.00 shipping,from Germany,"world24trade (7,992) 99.6%",Quantity sold not found
Apple iPhone 3GS - Black  A1303 (GSM) - spares or repair,Pre-Owned,$13.10,+$66.18 shipping estimate,from United Kingdom,westmerian-uk (611) 100%,Quantity sold not found
Apple iPhone 14 - 128 GB - Multicolor (AT&T),Brand New,$500.00,+$50.65 shipping,from United States,fortnitebunny (3) 100%,Quantity sold not found
Apple iPhone 8 64GB Black For Parts Only,Parts Only,$55.00,+$8.50 shipping,from United States,meldilla08 (296) 100%,Quantity sold not found
Apple iPhone 12-64GB|128GB-All Color Unlocked-Excellent condition  7w$,Pre-Owned,$244.60,+$7.99 shipping,from China,electronicdigitalproducts (1) 60%,Quantity sold not found
New ListingApple iPhone 8 Plus  256GB Smartphone O2 Gold with Box and Plug,Pre-Owned,$196.63,+$59.07 shipping estimate,from United Kingdom,"curiosity_corner92 (1,405) 99.7%",Quantity sold not found
Apple iPhone 7+ Plus - 32GB 128GB 256GB - Unlocked -Sealed in BOX - Good,Open Box,$172.00 to $223.00,Free International Shipping,from China,mobilephone (272) 93.6%,Quantity sold not found
Apple iPhone 15 Pro 1TB ( Unlocked) US E-Sim Version Very Good,Very Good - Refurbished,$984.99,+$55.63 shipping,from United States,"amazing-wireless (141,985) 99.4%",Quantity sold not found
Mint iPhone 12 64gb Black 97%,Pre-Owned,$385.63,+$33.05 shipping,from Germany,klip-phil (45) 0%,Quantity sold not found
【Limited stock】Apple iPhone 13 Pro-128GB|256GB-All Colors Unlocked Smartphones F,Pre-Owned,$469.00 to $529.00,+$7.99 shipping,from China,electronicdigitalproducts (1) 60%,Quantity sold not found
New ListingApple iPhone 7 - 32GB - Silver (Unlocked) A1778 (GSM),Pre-Owned,$43.10,+$53.17 shipping estimate,from United Kingdom,branded-stock (235) 100%,Quantity sold not found
Apple iPhone 13 - 128GB - Midnight (Unlocked),Brand New,$655.43,+$74.89 shipping estimate,from United Kingdom,redfeathers (69) 0%,Quantity sold not found
📱 Apple iPhone 5 16/32/64GB Unlocked Grade A+ Multiple Colors IOS 10 📱,Pre-Owned,$28.00 to $40.00,+$8.00 shipping,from China,smile365day (74) 96.6%,Quantity sold not found
"Apple iPhone 8+ Plus A1864 UNLOCKED for all carriers, all colors+GB - B Grade",Open Box,$139.99 to $179.99,+$31.44 shipping,from United States,goldstar_exclusives (460) 98.8%,Quantity sold not found
"New ListingApple iPhone X-256GB-All Colors Network Unlocked iOS Smartphone-Excellent 8fa,",Pre-Owned,$176.69,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 4s Black (AT&T) A1387 (GSM + CDMA) 8GB Very Good Used IOS 6.1.3,Pre-Owned,$42.88,+$17.50 shipping,from United States,"oleschoolelectronics (5,298) 99.3%",Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 4-2q,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Original Apple iPhone 3nd 3GS - 8/16/32GB - Black /white (Unlocked) ( GSM) IOS 6,Pre-Owned,$30.00 to $69.00,+$7.00 shipping,from China,xmb-0412 (150) 86.7%,Quantity sold not found
📱98%new Apple iPhone 5S 32GB Unlocked Black silver gold IOS12 sealed 📱,Open Box,$53.00,+$9.00 shipping,from China,xmb_42 (60) 100%,Quantity sold not found
99% N E W Apple iphone 6 Plus  16GB - Space Gray(Unlocked) phone,Pre-Owned,$85.00,Free International Shipping,from China,ipod-mobile (286) 96%,Quantity sold not found
Apple iPhone SE 2020 128GB Black Unlocked Very Good Condition,Pre-Owned,$144.18,+$52.80 shipping estimate,from United Kingdom,"ataglobal (2,228) 99.6%",Quantity sold not found
Apple iPhone 4S - 16GB - Black A1387 Good Battery,Pre-Owned,$52.42,+$53.18 shipping estimate,from United Kingdom,"toys-in-our-attic (1,027) 98.7%",Quantity sold not found
Apple iPhone 5 - 32GB - White & Silver (Unlocked) A1429 (GSM),Pre-Owned,$1.30,+$67.34 shipping estimate,from United Kingdom,jamesir73 (580) 100%,Quantity sold not found
NEW Verizon Apple iPhone 11 Pro - 512GB - Silver / White (for Verizon Visible),Open Box,$454.98,+$40.00 shipping,from United States,"minipcsnmore (7,409) 97.1%",Quantity sold not found
Apple iPhone 16 Pro 256GB Titanium Desert Sand Desert Sand New,Brand New,"$2,015.46",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 13 mini A2481 Spectrum Only 128GB Blue Very Good,Very Good - Refurbished,$269.99,+$34.10 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone SE (3rd Gen) A2595 (Fully Unlocked) 256GB Red (Excellent),Excellent - Refurbished,$351.99,+$36.52 shipping,from United States,"wireless-source (5,892) 95.7%",Quantity sold not found
iPhone 12 Pro Max - Factory Unlocked - 128GB - Silver - Good,Good - Refurbished,$445.00,+$39.26 shipping,from United States,"buybackboss (17,819) 98.8%",Quantity sold not found
Apple iPhone 3GS A1303 8GB Black,Pre-Owned,$11.73,+$66.67 shipping estimate,from United Kingdom,"jainabajeff (2,384) 99.2%",Quantity sold not found
Rare NEW UNACTIVATED Apple iPhone 3GS White (Unlocked) Boxed 2009 Collectors NEW,New (Other),"$1,637.25",+$108.96 shipping estimate,from United Kingdom,"tcel_uk (1,048) 100%",Quantity sold not found
New ListingApple iPhone 7-128GB-Random Colors Network Unlocked iOS Smartphone-Very Good Qaz,Pre-Owned,$119.76,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 6 | 16 gb | MG492B/A Good Condition For It’s Age Smart Phone Used,Pre-Owned,$65.53,+$55.58 shipping estimate,from United Kingdom,humpar67 (279) 98.1%,Quantity sold not found
Apple iPhone 14 Plus A2632 Verizon Only 128GB Purple Very Good,Very Good - Refurbished,$459.99,+$39.70 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
99% N e w Apple iPhone SE 1st generation 16/32/64/ All Colours Unlocked with BOX,Open Box,$107.00 to $127.00,Free International Shipping,from China,we-will-rock-you (171) 97.4%,Quantity sold not found
Rarity Collector's Item - Sealed iPhone 3GS 8GB Black - Never Opened,Brand New,"$2,479.05",Free International Shipping,from France,gautroc27 (0) 0%,Quantity sold not found
Apple iPhone 14 Plus A2632 Spectrum Only 128GB Blue Good,Good - Refurbished,$389.99,+$37.64 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone XR 64gb Red,Pre-Owned,$157.30,+$53.26 shipping estimate,from United Kingdom,sbs-eu (682) 98.7%,Quantity sold not found
"Apple iPhone 6 64GB 4.7"" Space Gray Factory Unlocked Smartphone Open Box",Open Box,$74.99,+$28.79 shipping,from United States,"qualitycellz (161,117) 100%",Quantity sold not found
Oppo A3 Pro 5G 6.7-Inch 120Hz 256 512GB 64MP D7050 IP69 Waterproof by FedEx,Brand New,$454.07 to $555.48,+$42.97 shipping,from Hong Kong,bq_shop03 (27) 86.5%,Quantity sold not found
Apple iPhone 4s Black (ATT) A1387 16GB Very Good Used (GSM CDMA) IOS 9.1 9.3.5,Pre-Owned,$28.88,+$17.50 shipping,from United States,"oleschoolelectronics (5,298) 99.3%",Quantity sold not found
Apple iPhone 11 Pro 256GB Unlocked Excellent Condition - All Colors,Excellent - Refurbished,$324.99,+$35.72 shipping,from United States,"itsworthmore (83,680) 98.7%",6+ sold
Apple Iphone 16 Pro 1TB Titanium Titan Natural Natur NEU,Brand New,"$2,665.43",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
Apple iPhone 15 PRO 128GB BLUE TITANIUM UNLOCKED SEALED 1 YEAR APPLE WARRANTY,Brand New,"$1,112.91",+$90.87 shipping estimate,from United Kingdom,"themobilephonehut (7,391) 100%",9 sold
Apple iPhone 14 Plus A2632 AT&T Only 256GB Starlight Good,Good - Refurbished,$419.99,+$38.52 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 12 - 128GB - Blue - ENJOY ECONOMY CLASS,Good - Refurbished,$352.56,+$35.26 shipping,from Italy,enjoystoreit (565) 94.4%,Quantity sold not found
Apple iPhone SE 32GB Grey White Unlocked 4G LTE UK Seller - Grade Pristine,New (Other),$65.53,+$50.09 shipping estimate,from United Kingdom,"ontel2019 (12,327) 97.8%",259+ sold
【6.5'' HD Display】Apple iPhone Xs Max-256GB-All Colors Unlocked -Excellent *e{,Pre-Owned,$180.69,+$7.99 shipping,from China,electronicworid-2 (1) 100%,Quantity sold not found
Apple iPhone 11 - 64GB - Red (Boost) A2111 (CDMA + GSM),Open Box,$194.98,+$31.89 shipping,from United States,"411phonedude (17,609) 98.9%",Quantity sold not found
Apple iPhone 15 Pro A2848 T-Mobile Only 256GB Blue Titanium Good,Good - Refurbished,$709.99,+$47.08 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
Apple iPhone 1st Generation - 8GB - Black (AT&T) A1203 IOS 1.1.3 (GSM) A66,Pre-Owned,$86.00,+$16.90 shipping,from United States,sellingtech14 (567) 100%,Quantity sold not found
APPLE IPHONE 12 64GB Unlocked,Good - Refurbished,$327.49,+$59.13 shipping estimate,from United Kingdom,wisetek-store-uk (688) 99.8%,Quantity sold not found
Apple iPhone 15 Pro 512GB Natural Titanium Unlocked Excellent Condition,Excellent - Refurbished,$889.99,+$52.83 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone 12 128GB Unlocked,Good - Refurbished,$386.69,+$61.18 shipping estimate,from United Kingdom,wisetek-store-uk (688) 99.8%,Quantity sold not found
iPhone 11 256 GB Black Unlocked SIM free Battery 100% Apple Confirmed Operation,Pre-Owned,$342.00,Free International Shipping,from Japan,irepairworks1200 (83) 100%,Quantity sold not found
"Apple iPhone 15 128GB 6.1"" AT&T Only, Black",Excellent - Refurbished,$609.99,+$44.57 shipping,from United States,"device-refresh (2,580) 96.9%",Quantity sold not found
iPhoneX 256 GB silver Unlocked SIM free Battery 100% Confirmed Operation 235,Pre-Owned,$183.00,Free International Shipping,from Japan,irepairworks1200 (83) 100%,Quantity sold not found
Apple iPhone 14 Pro 256GB Silver Unlocked Very Good Condition,Very Good - Refurbished,$649.99,+$45.31 shipping,from United States,"itsworthmore (83,680) 98.7%",12 sold
IPhone 6 S,Pre-Owned,$45.88,+$53.27 shipping estimate,from United Kingdom,"tonybrownglasgow (7,585) 99.2%",Quantity sold not found
iPhone 5s - 32GB Space Grey Unlocked 100% Genuine Smartphone + Apple Cable,Pre-Owned,$110.18,Free International Shipping,from Italy,maison_09 (379) 100%,Quantity sold not found
For iPhone 7 8 XS XR 11 12 13 14 15 PRO MAX 14 16 Leather Wallet Book Phone Case,Brand New,$15.72,+$13.10 shipping,from United Kingdom,"skygobalphone (17,502) 98.5%",Quantity sold not found
Apple iPhone 6 - 16GB - Gold (Unlocked) Smartphone,Pre-Owned,$47.18,+$49.46 shipping estimate,from United Kingdom,"techmanic.ltd (9,627) 97.6%",Quantity sold not found
Apple iPhone 4S 16GB White A1387,Pre-Owned,$55.09,+$38.56 shipping,from Italy,areax99 (147) 100%,Quantity sold not found
New Listing【Lowest Price】Apple iPhone 8-64GB-All Colors Unlocked Smartphone-Excellent E2bh,Pre-Owned,$99.56,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 12 mini A2176 AT&T Only 128GB White Very Good,Very Good - Refurbished,$209.99,+$32.33 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
"Apple iPhone 13 Unlocked MMM93LL/A 6.1"" OLED 4GB 128GB 12MP WiFi GPS NFC 5G Red",Good - Refurbished,$349.99,+$36.90 shipping,from United States,"phone_cellar (137,767) 98%",Quantity sold not found
Apple iPhone 15 Pro A2848 AT&T Only 128GB Natural Titanium Good,Good - Refurbished,$629.99,+$44.72 shipping,from United States,"yywirelesss (143,054) 97.7%",Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 5BXb,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 5Tad,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 5pdK,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 5dzU,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 16 Pro 128 GB Titanium Black New,Brand New,"$1,903.41",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
98%n ew Apple iphone 6 16/32/64GB Unlocked usedphone all colors No fingerprint,Pre-Owned,$30.00 to $35.00,+$6.00 shipping,from China,unlocked-mobile (253) 87.8%,Quantity sold not found
Apple iPhone SE 2nd Gen. (PRODUCT)RED - 64GB (Unlocked)  3725004530,Pre-Owned,$92.00,+$30.00 shipping,from Japan,masatomi.co.ltd (53) 100%,Quantity sold not found
Simple mobile prepaid Apple iPhone SE 2nd gen (64GB)-White,Open Box,$290.00,+$41.31 shipping,from United States,deracollections (156) 100%,Quantity sold not found
Apple iPhone 14 Pro Max 512GB Unlocked Very Good Condition - All Colors,Very Good - Refurbished,$754.99,+$48.41 shipping,from United States,"itsworthmore (83,680) 98.7%",Quantity sold not found
Apple iPhone 13 - 256gb Fully Unlocked (All Colors) Excellent Condition,Excellent - Refurbished,$485.00,+$40.44 shipping,from United States,zeemo1104 (343) 96.2%,Quantity sold not found
Apple iPhone 6 16GB 32GB 64GB 4G Unlocked Grey Gold Silver - GRADE B Condition,Pre-Owned,$43.24,+$49.33 shipping estimate,from United Kingdom,"icon_tel (8,031) 96.2%",Quantity sold not found
New ListingApple iPhone 7 Plus-32 GB-All Colors Unlocked iOS Smartphone-Good Condition 5J a,Pre-Owned,$107.29,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple iPhone 6 - 16GB | 32GB | 64GB | 128GB (Unlocked) Smartphone - Good,Very Good - Refurbished,$74.95,+$20.52 shipping,from United States,"uki-mobile (3,327) 99.2%",Quantity sold not found
Apple iPhone 6s- 16GB 32GB 64GB 128GB All Colors - UNLOCKED Warranty - A Grade,Open Box,$79.99 to $104.99,+$29.23 shipping,from United States,"ajn_store (2,737) 97.8%",Quantity sold not found
Apple iPhone 15 Pro Max Unlocked – All Sizes – All Colours – Very Good Condition,Very Good - Refurbished,"$1,271.52",+$91.69 shipping estimate,from United Kingdom,techtigeruk (377) 99.3%,Quantity sold not found
NEW ORIGINAL PACKAGING iPhone 3GS 8GB Unopened NEW SEALED MC637DN/A Welded Film A1303,Brand New,"$1,640.58",+$66.00 shipping,from Germany,"world24trade (7,992) 99.6%",Quantity sold not found
Apple iPhone XS Max - 64GB - Space Gray (AT&T) A1921 (CDMA + GSM),Open Box,$325.00,+$47.32 shipping,from United States,"newrelief (4,276) 97.1%",Quantity sold not found
SEALED  Fully working Apple iPhone SE 1st Gen  -32GB - Silver  (Unlocked)  phone,Open Box,$105.00,Free International Shipping,from China,we-will-rock-you (171) 97.4%,Quantity sold not found
"Apple iPhone 12 mini Unlocked Smartphone, 64GB, 128GB, 256GB - SYDNEY STOCK",Pre-Owned,$369.32 to $444.56,+$26.61 shipping,from Australia,"ozzyparts7 (10,969) 99.6%",Quantity sold not found
Apple iPhone 7 128GB Rose Gold A1778 MN952B/A Boxed And In Excellent Condition,Pre-Owned,$111.42,+$51.67 shipping estimate,from United Kingdom,pogoplum (235) 100%,Quantity sold not found
99% N ew Apple iphone 5 16/32/64GB  Smart Phone without Box,Pre-Owned,$35.00 to $47.00,Free International Shipping,from China,ipod-mobile (286) 96%,Quantity sold not found
Apple iPhone 16 Pro 256GB Titanium Titanium Black Black New,Brand New,"$2,133.71",+$40.76 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
New ListingApple iPhone X-256GB-All Colors Network Unlocked iOS Smartphone-Excellent 8v4;,Pre-Owned,$176.69,+$7.99 shipping,from China,communicationdigital (0) 0%,Quantity sold not found
Apple IPHONE 16 Pro 256GB Titanium Black New,Brand New,"$1,991.12",+$40.94 shipping,from Germany,"onlinehandel--mcqueen (5,920) 100%",Quantity sold not found
APPLE IPHONE 13 PRO 128 REFURBISHED GRAPHITE,Excellent - Refurbished,$650.06,+$27.55 shipping,from Italy,techscoutsrls (141) 100%,Quantity sold not found
Apple iPhone 14 Plus - 128GB - Midnight (Unlocked) - BRAND NEW SEALED,Brand New,$729.00,+$48.08 shipping,from United States,"klymen-store (6,872) 96.2%",Quantity sold not found
